O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
5760576,60013,O,267564.94,1996-08-26,5-LOW,Clerk#000000567,0,haggle. thinly regular acco,60013,Customer#000060013,i3t71FC4ucTs8fIEfmPwJky,0,10-394-817-3861,-485.69,MACHINERY,ecial foxes are blithely fluffily even pinto beans. ironic accounts boost. blithely regular packages h
5762309,60040,O,256886.70,1997-05-20,2-HIGH,Clerk#000000717,0,al requests are fluffily after t,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
5765862,60005,F,374194.36,1993-12-29,4-NOT SPECIFIED,Clerk#000000309,0,ly fluffy packages haggle carefully specia,60005,Customer#000060005,"1F3KM3ccEXEtI, B22XmCMOWJMl",12,22-741-208-1316,2504.74,MACHINERY,express instructions sleep quickly. ironic braids cajole furiously fluffily p
5769796,60001,O,51343.91,1996-06-12,2-HIGH,Clerk#000000819,0,uests print furiously quickly pending packages! careful,60001,Customer#000060001,9Ii4zQn9cX,14,24-678-784-9652,9957.56,HOUSEHOLD,l theodolites boost slyly at the platelets: permanently ironic packages wake slyly pend
5786917,60041,F,27387.71,1993-02-07,4-NOT SPECIFIED,Clerk#000000190,0,sleep slyly accounts. b,60041,Customer#000060041,"7v,yuEy1eSGCIR",8,18-726-365-9334,1943.82,FURNITURE,elets haggle furiously after the regular depend
5792416,60064,O,75507.25,1997-10-21,4-NOT SPECIFIED,Clerk#000000870,0,final deposits. blithely ironic,60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
5792482,60091,O,196306.19,1998-02-09,2-HIGH,Clerk#000000604,0,"s. unusual, regular packages cajole furi",60091,Customer#000060091,"RKrW9,uKOmAqJVIt5",22,32-987-142-9547,9919.95,BUILDING,ake fluffily ironic dolphins. f
5792932,60050,F,17408.72,1993-12-08,4-NOT SPECIFIED,Clerk#000000779,0,"ilent, final accounts wake furiously ironic accounts. furiously ironic asym",60050,Customer#000060050,"gGFB2vQ,gT2gRGSSDE",16,26-622-811-1720,5181.99,FURNITURE, carefully bold deposits are after the carefully regular instructions. ideas about the ironic requests are ironic
5796677,60059,O,39621.68,1995-11-07,2-HIGH,Clerk#000000876,0,g to the slyly unusual asymptotes. special pinto beans,60059,Customer#000060059,"dZISBokE9NWaz13 b5WbOHrd8DifA,e2yict0",24,34-348-323-9173,2337.46,HOUSEHOLD,"ndencies. excuses sleep. quickly daring dugouts cajole furiously. carefully final accounts across the final, bold"
5798596,60050,F,233698.99,1994-07-15,4-NOT SPECIFIED,Clerk#000000490,0,"o the quickly regular pinto beans grow quickly regular, ",60050,Customer#000060050,"gGFB2vQ,gT2gRGSSDE",16,26-622-811-1720,5181.99,FURNITURE, carefully bold deposits are after the carefully regular instructions. ideas about the ironic requests are ironic
5810758,60100,O,134576.39,1997-08-29,1-URGENT,Clerk#000000305,0, detect above the instructions. slyly bold theodolites haggle fluffily at ,60100,Customer#000060100,9CZqojrnLk ZY,16,26-775-586-4254,-5.85,HOUSEHOLD,y doggedly ironic theodolites. caref
5812004,60086,F,133929.35,1992-08-26,2-HIGH,Clerk#000000566,0,to beans according to the quickly unusual packages haggle requests. foxes ca,60086,Customer#000060086,T9hSwghSUhcyhxNnuB30QBHHMZa8R,4,14-710-182-9914,5835.95,AUTOMOBILE, express pinto beans. carefully final instructions haggle stealthily above the final foxes. unusua
5824197,60022,F,180835.29,1994-12-23,4-NOT SPECIFIED,Clerk#000000651,0,unusual pinto beans wake slyly regular deposits. final accounts aro,60022,Customer#000060022,"I2XoZQLC,63R3zIG z6i3VMCS",0,10-513-498-1045,-759.74,FURNITURE, across the blithely ironic sentiments. thinly pending requests sleep quickly alongsid
5830822,60005,O,59654.07,1996-04-22,2-HIGH,Clerk#000000937,0,n requests. final pinto beans cajole blithely about the regular asymptotes,60005,Customer#000060005,"1F3KM3ccEXEtI, B22XmCMOWJMl",12,22-741-208-1316,2504.74,MACHINERY,express instructions sleep quickly. ironic braids cajole furiously fluffily p
5842657,60037,F,73134.15,1993-03-28,3-MEDIUM,Clerk#000000265,0,"regular, ironic packages",60037,Customer#000060037,CwMXJOZEIpfMBG Ou8i,4,14-558-867-3263,1032.42,MACHINERY," regular, slow asymptotes cajole carefully after the even packages. regular ex"
5843683,60068,O,8341.50,1997-09-22,3-MEDIUM,Clerk#000000735,0,telets nag furiously unusua,60068,Customer#000060068,"nXabPtwJBxlxb,0edpFf",23,33-906-135-1500,4492.81,HOUSEHOLD,uriously even accounts use furiously carefully ironic pack
5861543,60005,O,124420.66,1996-04-25,1-URGENT,Clerk#000000678,0,owly slyly even requests. carefully silent requests sublate. re,60005,Customer#000060005,"1F3KM3ccEXEtI, B22XmCMOWJMl",12,22-741-208-1316,2504.74,MACHINERY,express instructions sleep quickly. ironic braids cajole furiously fluffily p
5861606,60031,O,285898.93,1995-08-16,3-MEDIUM,Clerk#000000673,0,hely furiously ironic accoun,60031,Customer#000060031,RsGAZJyxQopaxWfk5,8,18-381-736-7702,6765.74,FURNITURE,cial deposits. ironic requests across the iro
5864006,60082,F,339113.25,1993-04-13,3-MEDIUM,Clerk#000000085,0,to beans. slyly regular deposits ca,60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
5868610,60005,F,156149.64,1993-12-13,3-MEDIUM,Clerk#000000431,0,"nts nag. fluffily final ideas mold slyly across the requests? final,",60005,Customer#000060005,"1F3KM3ccEXEtI, B22XmCMOWJMl",12,22-741-208-1316,2504.74,MACHINERY,express instructions sleep quickly. ironic braids cajole furiously fluffily p
5886277,60001,F,102033.76,1994-09-28,4-NOT SPECIFIED,Clerk#000000561,0,ove the quickly unusual deposits bo,60001,Customer#000060001,9Ii4zQn9cX,14,24-678-784-9652,9957.56,HOUSEHOLD,l theodolites boost slyly at the platelets: permanently ironic packages wake slyly pend
5887968,60022,O,79945.31,1997-11-22,4-NOT SPECIFIED,Clerk#000000925,0,y above the bold platelets. final deposits haggle slyly.,60022,Customer#000060022,"I2XoZQLC,63R3zIG z6i3VMCS",0,10-513-498-1045,-759.74,FURNITURE, across the blithely ironic sentiments. thinly pending requests sleep quickly alongsid
5899655,60085,F,219283.39,1992-01-31,2-HIGH,Clerk#000000187,0, the theodolites caj,60085,Customer#000060085,zT3KxXIO d,19,29-726-930-4080,7957.74,MACHINERY,hely unusual orbits. furiously ironic courts cajole. slyly even theodolites sleep quickly silent
5903137,60098,O,101321.99,1998-05-17,2-HIGH,Clerk#000000951,0,deas wake about the pe,60098,Customer#000060098,"2y,ZeGm0u0 LYJ7waqsZkmWqmU8vn",0,10-972-910-3772,1449.68,AUTOMOBILE,al requests; packages cajole accounts; idly even accounts are. special reques
5908770,60043,F,313995.00,1992-09-04,1-URGENT,Clerk#000000380,0,rthogs along the packages sleep slyly around the blithel,60043,Customer#000060043,6SLQTGRhNJBKEJl9aekego5iwHgy,0,10-115-238-4882,737.03,HOUSEHOLD,"sly final requests use furiously along the stealthily final excuses. express, even accounts"
5917127,60094,F,161301.99,1992-07-25,5-LOW,Clerk#000000965,0,ithely final deposits poach fluf,60094,Customer#000060094,MkoqzelPE 8kI,12,22-809-331-1348,-408.23,AUTOMOBILE,ges cajole slyly express dependencies. quickly special accounts are slyly against the furiously re
5923910,60029,P,192042.05,1995-06-04,2-HIGH,Clerk#000000594,0,e furiously across the instruc,60029,Customer#000060029,"5xZC76MsijD,s0i137ZP, DHyiw7kSS1HZ35kos3",14,24-983-762-4152,9281.15,FURNITURE,"longside of the ironic, regular foxes. carefully special ideas across the q"
5927522,60088,O,71033.56,1995-10-21,4-NOT SPECIFIED,Clerk#000000405,0,ng the dependencies sleep quickly express packages. special depo,60088,Customer#000060088,xllgZf63jONKni,20,30-896-444-2387,312.90,AUTOMOBILE,ly. blithely regular asymptotes use after the dep
5938528,60100,O,316638.88,1995-11-27,3-MEDIUM,Clerk#000000913,0,ing packages cajole slyly stealthily ironic dependenci,60100,Customer#000060100,9CZqojrnLk ZY,16,26-775-586-4254,-5.85,HOUSEHOLD,y doggedly ironic theodolites. caref
5941734,60046,O,368403.66,1996-06-04,5-LOW,Clerk#000000206,0, above the unusual accounts. unusual packages sleep fu,60046,Customer#000060046,VnzEPMAo8c9UxMI6,20,30-318-671-3782,1022.57,AUTOMOBILE, carefully unusual packages boost carefully across the furious
5950593,60013,O,17427.41,1995-09-01,5-LOW,Clerk#000000604,0,e bold requests. regular requests x-ray furio,60013,Customer#000060013,i3t71FC4ucTs8fIEfmPwJky,0,10-394-817-3861,-485.69,MACHINERY,ecial foxes are blithely fluffily even pinto beans. ironic accounts boost. blithely regular packages h
5952966,60076,F,89321.97,1994-12-10,3-MEDIUM,Clerk#000000740,0, regular requests. f,60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
5954949,60008,F,107935.13,1992-04-17,5-LOW,Clerk#000000867,0,e slowly final requests sleep carefully regular requests,60008,Customer#000060008,3VteHZYOfbgQioA96tUeL0R7i,2,12-693-562-7122,5621.44,AUTOMOBILE,"nal courts. carefully regular Tiresias lose quickly unusual packages. regular, bold i"
5956033,60004,O,35067.57,1996-06-21,5-LOW,Clerk#000000171,0, pending ideas cajole slyly thinly regular pinto beans? bold pinto beans ar,60004,Customer#000060004,"NivCT2RVaavl,yUnKwBjDyMvB42WayXCnky",10,20-573-674-7999,7975.22,AUTOMOBILE, furiously above the ironic packages. slyly brave ideas boost. final platelets detect according to the ironi
5956039,60097,F,115619.19,1992-03-16,3-MEDIUM,Clerk#000000588,0,"jole. accounts boost carefully ironic foxes. regular, special theodo",60097,Customer#000060097,I55jg art2HQL8YEHwh8FgEx,21,31-526-630-1617,1626.61,FURNITURE,. even asymptotes sleep even dependencies. blithely pending depo
5957027,60056,F,152300.93,1993-03-15,5-LOW,Clerk#000000956,0,"the ironic requests. special, regular courts around the ironic ",60056,Customer#000060056,"2lvoe8n8b1,PJ0i3Jq9ZKeL7rH9Fahsui36",3,13-221-847-3701,8880.28,BUILDING,fully furiously even deposits. final accounts nag
5969125,60019,O,137376.52,1996-08-05,4-NOT SPECIFIED,Clerk#000000811,0, cajole furiously. fluffily daring grouches haggle fluffily outs,60019,Customer#000060019,kSI6njhnR ApXo031vtmCAaXo,1,11-624-666-9689,3444.77,MACHINERY,ncies. blithely silent gifts above the carefully 
5973921,60064,F,56672.28,1992-09-21,5-LOW,Clerk#000000499,0,ccording to the slyly unusual ideas cajole aft,60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
5980192,60098,F,121088.14,1992-08-15,5-LOW,Clerk#000000530,0,ally regular instructions. regular theodolites are de,60098,Customer#000060098,"2y,ZeGm0u0 LYJ7waqsZkmWqmU8vn",0,10-972-910-3772,1449.68,AUTOMOBILE,al requests; packages cajole accounts; idly even accounts are. special reques
5991554,60070,O,264213.65,1996-03-23,4-NOT SPECIFIED,Clerk#000000627,0, the final packages cajole acro,60070,Customer#000060070,QzLuEO1eycweThJRdA4p3gl92,12,22-662-740-1529,-726.59,HOUSEHOLD,ependencies above the slyly ironic accounts use furiously regular packages. furiously pe
5993060,60092,F,84982.97,1994-04-29,1-URGENT,Clerk#000000466,0, the furiously regular ideas! quickly final requests wake furiously ,60092,Customer#000060092,7HlwD5NMv4G1iaQGEN3,3,13-875-733-5313,6711.67,AUTOMOBILE, even accounts cajole furiously. furiously unusua
5999815,60028,F,301276.96,1993-01-31,1-URGENT,Clerk#000000495,0,"liers. silent, sly accounts according to the requests sublate quic",60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
1806759,60034,O,186236.15,1997-03-10,2-HIGH,Clerk#000000140,0,out the blithely quick accounts. fluffily ironic foxes about the blit,60034,Customer#000060034, XHRzdojlNAuRjTNRn7A1aL9OYJj56nud1sVss,14,24-991-831-7826,7230.69,AUTOMOBILE,"sts. final packages along the daringly bold ideas haggle blithely slyly careful requests. unusual, bold as"
1825061,60001,O,186794.48,1996-11-28,3-MEDIUM,Clerk#000000262,0,inal requests. unusual ide,60001,Customer#000060001,9Ii4zQn9cX,14,24-678-784-9652,9957.56,HOUSEHOLD,l theodolites boost slyly at the platelets: permanently ironic packages wake slyly pend
1825185,60076,F,133615.39,1992-01-19,3-MEDIUM,Clerk#000000524,0,ckages. furiously fi,60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
1829703,60014,F,135680.52,1993-02-22,2-HIGH,Clerk#000000983,0,riously pending ideas. asymptotes ,60014,Customer#000060014,4PiiMY zaWY1W4hVpXEzdkRQrskLaq,16,26-322-873-9166,7932.15,FURNITURE,ic ideas along the bold packages u
1835461,60040,F,100055.64,1994-08-18,5-LOW,Clerk#000000254,0,s. furiously ironic excuses according to the furiously ironic theo,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
1847649,60010,O,112225.97,1996-02-17,2-HIGH,Clerk#000000120,0,nent deposits wake a,60010,Customer#000060010,c4vEEaV1tdqLdw2oVuXp BN,21,31-677-809-6961,3497.91,HOUSEHOLD,"fter the quickly silent requests. slyly special theodolites along the even, even requests boos"
1850210,60010,O,121281.36,1996-04-22,3-MEDIUM,Clerk#000000030,0, blithely even instructions. unusual accounts boost slyly a,60010,Customer#000060010,c4vEEaV1tdqLdw2oVuXp BN,21,31-677-809-6961,3497.91,HOUSEHOLD,"fter the quickly silent requests. slyly special theodolites along the even, even requests boos"
1851297,60019,O,208067.49,1996-06-24,4-NOT SPECIFIED,Clerk#000000914,0,o beans boost slyly n,60019,Customer#000060019,kSI6njhnR ApXo031vtmCAaXo,1,11-624-666-9689,3444.77,MACHINERY,ncies. blithely silent gifts above the carefully 
1856898,60056,F,173139.76,1992-11-02,4-NOT SPECIFIED,Clerk#000000112,0, even requests haggle around the furiously even accounts. slyly ironic a,60056,Customer#000060056,"2lvoe8n8b1,PJ0i3Jq9ZKeL7rH9Fahsui36",3,13-221-847-3701,8880.28,BUILDING,fully furiously even deposits. final accounts nag
1860677,60085,O,41531.42,1997-06-20,4-NOT SPECIFIED,Clerk#000000930,0,nstructions could have to cajole-- expr,60085,Customer#000060085,zT3KxXIO d,19,29-726-930-4080,7957.74,MACHINERY,hely unusual orbits. furiously ironic courts cajole. slyly even theodolites sleep quickly silent
1866919,60038,O,232254.14,1997-03-13,2-HIGH,Clerk#000000837,0,gle across the regular requests. furiously final accou,60038,Customer#000060038, FBvBksLyQsKovVujfq8XQ,7,17-472-497-4468,2771.18,HOUSEHOLD,"g ideas about the express, special asymptotes wake fluffily special, bold asymptotes. blithel"
1867652,60008,F,57547.85,1992-10-18,4-NOT SPECIFIED,Clerk#000000217,0,sual deposits haggle regular,60008,Customer#000060008,3VteHZYOfbgQioA96tUeL0R7i,2,12-693-562-7122,5621.44,AUTOMOBILE,"nal courts. carefully regular Tiresias lose quickly unusual packages. regular, bold i"
1872647,60017,F,56229.55,1993-08-12,5-LOW,Clerk#000000425,0,. furiously furious pains across the ironic waters boost beneat,60017,Customer#000060017,kBV62efx6B6Iw2VsRxqEr1sKQ,1,11-139-952-4191,3653.17,AUTOMOBILE,inal packages. ironic dinos cajole against the care
1873282,60026,O,57233.84,1995-11-18,3-MEDIUM,Clerk#000000956,0, dependencies. fluffily s,60026,Customer#000060026,",ltdh6LPkAX01E,y8r9",21,31-774-338-9389,7508.13,FURNITURE,quests nag quickly. slyly unusual deposits after the blithely i
1880834,60001,O,199873.75,1997-11-29,2-HIGH,Clerk#000000624,0, carefully pending deposits are slyly inside the furiously ,60001,Customer#000060001,9Ii4zQn9cX,14,24-678-784-9652,9957.56,HOUSEHOLD,l theodolites boost slyly at the platelets: permanently ironic packages wake slyly pend
1892001,60028,F,167041.41,1992-03-02,3-MEDIUM,Clerk#000000351,0,l deposits. deposits haggle. bold instructions kindl,60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
1894785,60091,O,253350.55,1998-04-26,2-HIGH,Clerk#000000809,0,e slyly above the furiously ironic packages. idly silent ,60091,Customer#000060091,"RKrW9,uKOmAqJVIt5",22,32-987-142-9547,9919.95,BUILDING,ake fluffily ironic dolphins. f
1899522,60025,O,106762.40,1995-10-24,3-MEDIUM,Clerk#000000074,0,"ironic, ironic accounts",60025,Customer#000060025,fHgT5BscCU4NDQzn,22,32-222-885-5210,7296.15,MACHINERY, pains cajole slyly permanently regular deposits. carefully ruthless packages sleep. even excuses nag slyly!
1900481,60004,F,212389.38,1993-11-15,1-URGENT,Clerk#000000376,0,s cajole quickly. bold requests sol,60004,Customer#000060004,"NivCT2RVaavl,yUnKwBjDyMvB42WayXCnky",10,20-573-674-7999,7975.22,AUTOMOBILE, furiously above the ironic packages. slyly brave ideas boost. final platelets detect according to the ironi
1904994,60089,O,81419.97,1997-10-28,2-HIGH,Clerk#000000125,0, with the unusual pinto beans? bold attainments nag. blithely iro,60089,Customer#000060089,2i2cZd4bGay4WBf9mvy,13,23-670-811-2493,9849.12,BUILDING, quickly ironic accounts. slyly regular pinto beans wake blithely unusual foxes. slyly permanent foxe
1909665,60022,O,115751.40,1998-05-22,5-LOW,Clerk#000000185,0,telets haggle carefully. ac,60022,Customer#000060022,"I2XoZQLC,63R3zIG z6i3VMCS",0,10-513-498-1045,-759.74,FURNITURE, across the blithely ironic sentiments. thinly pending requests sleep quickly alongsid
1914276,60016,F,79507.63,1993-12-26,1-URGENT,Clerk#000000083,0,nts-- blithely bold depths cajole. as,60016,Customer#000060016,"i5JCEL8FRYSLvOs1Lkqn30a,1jherLDP",2,12-259-973-3236,4480.97,HOUSEHOLD,"ongside of the final, pending dolphins? final theodolites ha"
1927076,60032,O,30088.51,1995-10-04,5-LOW,Clerk#000000639,0,ithely regular waters; fluffily,60032,Customer#000060032,ODYUHV1 EEwTKPxjqraz8Qj 7,16,26-327-503-7376,2896.86,MACHINERY,"ecial, final asymptotes. quickly brave "
1935362,60049,O,103466.02,1996-10-29,2-HIGH,Clerk#000000601,0, beans. blithely regular pinto beans wake slyly. packages are furi,60049,Customer#000060049,2ST732JS cryl ,9,19-228-258-6362,2128.83,BUILDING,"es: express pinto beans wake across the carefully dogged dependencies. express, final ideas a"
1937829,60001,O,43440.38,1996-05-09,4-NOT SPECIFIED,Clerk#000000292,0,p furiously around the blithely ironic deposi,60001,Customer#000060001,9Ii4zQn9cX,14,24-678-784-9652,9957.56,HOUSEHOLD,l theodolites boost slyly at the platelets: permanently ironic packages wake slyly pend
1950753,60064,O,254171.35,1995-10-12,5-LOW,Clerk#000000096,0, use slyly among the unusual ideas. slyly final asymptotes along the regula,60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
1950789,60092,F,208763.45,1994-12-01,4-NOT SPECIFIED,Clerk#000000868,0,"uests. furiously even instructions affix even, final orbits. final",60092,Customer#000060092,7HlwD5NMv4G1iaQGEN3,3,13-875-733-5313,6711.67,AUTOMOBILE, even accounts cajole furiously. furiously unusua
